"staSeq","date","sampYr","lev1Name","lev1Memb","lev2Name","lev2Memb","levPropNum","taxa","hq","hydroID"
14501,"2008-06-12",2008,3,0.628205128,5,0.37179487,3.743589735,"fish",0,201492855
14501,"2000-06-19",2000,6,1,NA,0,6,"fish",0,201492855
14501,"2008-10-08",2008,5,1,5,0,5,"bug",0,201492855
14501,"2000-10-06",2000,5,1,5,0,5,"bug",0,201492855
14501,"2017-06-09",2017,5,0.625,4,0.375,4.625,"fish",0,201492855
14502,"1988-08-23",1988,4,1,NA,0,4,"fish",0,201491153
14502,"2000-08-22",2000,5,1,NA,0,5,"fish",0,201491153
14504,"2008-07-14",2008,3,0.91059603,2,0.089403974,2.910596037,"fish",0,201489975
14504,"2012-06-14",2012,2,0.5,3,0.5,2.5,"fish",0,201489975
14516,"2011-07-13",2011,3,1,NA,0,3,"fish",0,201491571
14520,"1999-11-09",1999,5,1,5,0,5,"bug",0,201490023
14520,"2011-07-07",2011,3,0.782051282,4,0.21794872,3.217948726,"fish",0,201490023
14520,"2006-10-03",2006,5,1,5,0,5,"bug",0,201490023
14520,"1999-09-08",1999,3,0.630568356,4,0.36943164,3.369431629,"fish",0,201490023
14520,"2011-11-14",2011,5,0.912133891,4,0.0879,4.912133891,"bug",0,201490023
14520,"2016-10-07",2016,5,1,5,0,5,"bug",0,201490023
14520,"2006-06-15",2006,4,0.77851459,3,0.221485411,3.778514593,"fish",0,201490023
14520,"1992-07-27",1992,3,1,NA,0,3,"fish",0,201490023
14520,"2012-07-19",2012,3,1,NA,0,3,"fish",0,201490023
14521,"1999-11-09",1999,4,1,4,0,4,"bug",0,201490157
14521,"1999-09-04",1999,4,1,NA,0,4,"fish",0,201490157
14521,"2006-06-15",2006,3,0.675925926,4,0.32407407,3.324074058,"fish",0,201490157
14523,"2015-11-18",2015,3,1,3,0,3,"bug",0,201490239
14538,"2019-08-08",2019,4,0.75,3,0.25,3.75,"fish",0,201494119
14538,"2011-08-24",2011,3,0.5,4,0.5,3.5,"fish",0,201494119
14538,"1993-08-16",1993,2,1,NA,0,2,"fish",1,201494119
14540,"1989-07-19",1989,5,0.833333333,6,0.16666667,5.166666687,"fish",0,201494330
14547,"2003-07-02",2003,6,0.51831502,5,0.481684982,5.518315028,"fish",0,201493210
14547,"2012-07-06",2012,5,0.722222222,6,0.27777778,5.277777791,"fish",0,201493210
14548,"2012-07-05",2012,6,0.74288107,5,0.257118928,5.74288106,"fish",0,201493218
14549,"2008-10-08",2008,5,1,5,0,5,"bug",0,201493191
14549,"2008-07-17",2008,4,1,NA,0,4,"fish",0,201493191
14551,"2017-07-17",2017,4,1,NA,0,4,"fish",0,201495007
14551,"2012-07-13",2012,4,1,NA,0,4,"fish",0,201495007
14551,"2008-08-01",2008,4,1,NA,0,4,"fish",0,201495007
14551,"2008-09-23",2008,3,1,3,0,3,"bug",0,201495007
14551,"2012-09-17",2012,4,1,4,0,4,"bug",0,201495007
14552,"1989-08-21",1989,5,1,NA,0,5,"fish",0,201493624
14552,"2012-07-10",2012,4,1,NA,0,4,"fish",0,201493624
14553,"2015-09-21",2015,5,1,5,0,5,"bug",0,201496760
14553,"2018-08-24",2018,4,0.56557377,5,0.43442623,4.434426232,"fish",0,201496760
14553,"2007-06-27",2007,4,1,NA,0,4,"fish",0,201496760
14553,"2007-10-15",2007,5,1,5,0,5,"bug",0,201496760
14553,"2013-10-07",2013,5,1,5,0,5,"bug",0,201496760
14553,"2006-11-29",2006,4,1,4,0,4,"bug",0,201496760
14554,"2013-09-25",2013,5,1,5,0,5,"bug",0,201496832
14554,"2018-08-24",2018,4,1,NA,0,4,"fish",0,201496832
14554,"2007-10-16",2007,4,0.75,5,0.25,4.25,"bug",0,201496832
14555,"2016-10-19",2016,5,0.55769231,4,0.442307692,4.557692319,"bug",0,201496962
14555,"2007-10-16",2007,5,1,5,0,5,"bug",0,201496962
14556,"2020-10-28",2020,5,1,5,0,5,"bug",0,201497050
14556,"2013-09-06",2013,5,1,NA,0,5,"fish",0,201497050
14556,"2013-09-25",2013,5,1,5,0,5,"bug",0,201497050
14572,"2012-07-10",2012,4,1,NA,0,4,"fish",0,201494349
14574,"2012-07-16",2012,5,1,NA,0,5,"fish",0,201493179
14575,"2012-07-16",2012,5,0.833333333,6,0.16666667,5.166666687,"fish",0,201493325
14576,"2012-07-16",2012,4,0.88704581,3,0.112954186,3.887045799,"fish",0,201493403
14576,"2010-10-18",2010,4,1,4,0,4,"bug",0,201493403
14576,"2008-09-17",2008,4,1,4,0,4,"bug",0,201493403
14576,"2006-09-21",2006,4,1,4,0,4,"bug",0,201493403
14576,"2006-06-19",2006,4,0.875,5,0.125,4.125,"fish",0,201493403
14576,"2012-09-17",2012,5,0.632478632,4,0.367521368,4.632478632,"bug",0,201493403
14578,"2012-07-16",2012,5,1,NA,0,5,"fish",0,201493208
14579,"2012-07-16",2012,5,1,NA,0,5,"fish",0,201493173
14580,"2019-07-19",2019,4,1,NA,0,4,"fish",0,201487650
14580,"1999-10-13",1999,6,0.75,5,0.25,5.75,"bug",0,201487650
14580,"2004-10-13",2004,3,1,3,0,3,"bug",0,201487650
14580,"2003-10-02",2003,5,0.75,4,0.25,4.75,"bug",0,201487650
14580,"2000-10-03",2000,5,1,5,0,5,"bug",0,201487650
14580,"2014-10-07",2014,4,1,4,0,4,"bug",0,201487650
14580,"2009-07-01",2009,3,0.5,4,0.5,3.5,"fish",0,201487650
14580,"2009-10-21",2009,4,1,4,0,4,"bug",0,201487650
14580,"2001-10-17",2001,5,1,5,0,5,"bug",0,201487650
14580,"2002-10-23",2002,5,1,5,0,5,"bug",0,201487650
14580,"2019-10-01",2019,4,0.698113208,5,0.30188679,4.30188678,"bug",0,201487650
14580,"2000-07-13",2000,3,1,NA,0,3,"fish",0,201487650
14581,"2003-10-02",2003,5,1,5,0,5,"bug",0,201487650
14581,"2004-10-13",2004,4,1,4,0,4,"bug",0,201487650
14581,"2000-10-03",2000,5,0.75,6,0.25,5.25,"bug",0,201487650
14581,"2007-09-21",2007,5,1,5,0,5,"bug",0,201487650
14581,"2002-10-23",2002,5,1,5,0,5,"bug",0,201487650
14581,"2018-10-01",2018,4,1,4,0,4,"bug",0,201487650
14581,"2019-07-19",2019,4,1,NA,0,4,"fish",0,201487650
14581,"1999-10-13",1999,5,0.75,6,0.25,5.25,"bug",0,201487650
14581,"2009-07-01",2009,3,0.75,4,0.25,3.25,"fish",0,201487650
14581,"2019-10-01",2019,4,1,4,0,4,"bug",0,201487650
14581,"2001-10-17",2001,5,1,5,0,5,"bug",0,201487650
14581,"2009-10-21",2009,4,1,4,0,4,"bug",0,201487650
14581,"2014-10-07",2014,4,0.704035874,5,0.295964126,4.295964126,"bug",0,201487650
14581,"2010-09-22",2010,5,1,5,0,5,"bug",0,201487650
14581,"2000-07-13",2000,4,0.51821494,3,0.481785064,3.518214951,"fish",0,201487650
14581,"2010-07-21",2010,4,0.59887006,3,0.401129944,3.598870071,"fish",0,201487650
14581,"2017-10-03",2017,4,1,4,0,4,"bug",0,201487650
14582,"2014-09-15",2014,4,0.933085502,5,0.0669,4.066914498,"bug",0,201490200
14582,"2000-07-21",2000,4,1,NA,0,4,"fish",0,201490200
14582,"1994-07-25",1994,4,1,NA,0,4,"fish",0,201490200
14582,"2009-10-14",2009,3,1,3,0,3,"bug",0,201490200
14582,"2011-07-12",2011,4,1,NA,0,4,"fish",0,201490200
14582,"1999-10-14",1999,4,1,4,0,4,"bug",0,201490200
14582,"2009-08-13",2009,3,1,NA,0,3,"fish",0,201490200
14583,"2002-10-23",2002,5,1,5,0,5,"bug",0,201487365
14583,"2003-10-02",2003,4,1,4,0,4,"bug",0,201487365
14583,"2001-10-17",2001,5,1,5,0,5,"bug",0,201487365
14583,"2014-10-07",2014,4,1,4,0,4,"bug",0,201487365
14583,"2004-10-13",2004,3,1,3,0,3,"bug",0,201487365
14583,"1999-10-13",1999,5,1,5,0,5,"bug",0,201487365
14583,"2000-10-03",2000,5,1,5,0,5,"bug",0,201487365
14583,"2009-07-01",2009,4,1,NA,0,4,"fish",0,201487365
14583,"2000-06-22",2000,4,1,NA,0,4,"fish",0,201487365
14583,"2009-10-21",2009,4,1,4,0,4,"bug",0,201487365
14584,"2014-09-16",2014,3,1,3,0,3,"bug",0,201488020
14584,"1999-10-13",1999,3,0.6,2,0.4,2.6,"bug",0,201488020
14584,"2007-09-21",2007,2,1,2,0,2,"bug",1,201488020
14584,"2005-08-23",2005,4,1,NA,0,4,"fish",0,201488020
14584,"2001-10-17",2001,2,1,2,0,2,"bug",1,201488020
14584,"2003-10-02",2003,3,1,3,0,3,"bug",0,201488020
14584,"2002-10-23",2002,2,1,2,0,2,"bug",1,201488020
14584,"2004-08-26",2004,4,0.75,3,0.25,3.75,"fish",0,201488020
14584,"2017-10-03",2017,3,1,3,0,3,"bug",0,201488020
14584,"2006-08-22",2006,6,1,NA,0,6,"fish",0,201488020
14584,"2009-10-21",2009,2,1,2,0,2,"bug",1,201488020
14584,"2009-08-18",2009,4,0.75,3,0.25,3.75,"fish",0,201488020
14584,"2000-10-03",2000,2,0.5,3,0.5,2.5,"bug",0,201488020
14584,"2012-10-12",2012,3,1,3,0,3,"bug",0,201488020
14584,"2018-10-01",2018,2,0.5,3,0.5,2.5,"bug",0,201488020
14585,"2009-10-14",2009,3,1,3,0,3,"bug",0,201490417
14585,"2009-07-23",2009,3,1,NA,0,3,"fish",0,201490417
14585,"1994-09-01",1994,3,0.75,4,0.25,3.25,"fish",0,201490417
14586,"2014-10-09",2014,4,0.995708155,3,0.00429,3.995708155,"bug",0,201490629
14586,"2009-06-08",2009,4,1,NA,0,4,"fish",0,201490629
14586,"1999-10-26",1999,3,1,3,0,3,"bug",0,201490629
14586,"2009-10-14",2009,3,1,3,0,3,"bug",0,201490629
14587,"2014-10-09",2014,3,0.5,4,0.5,3.5,"bug",0,201490963
14587,"2009-07-23",2009,4,1,NA,0,4,"fish",0,201490963
14587,"2004-07-06",2004,4,1,NA,0,4,"fish",0,201490963
14587,"1999-10-26",1999,3,1,3,0,3,"bug",0,201490963
14587,"2009-10-14",2009,3,1,3,0,3,"bug",0,201490963
14588,"2014-10-09",2014,3,0.642857143,2,0.357142857,2.642857143,"bug",0,201487571
14588,"1999-10-19",1999,3,0.777777778,2,0.222222222,2.777777778,"bug",0,201487571
14588,"2009-10-02",2009,3,1,3,0,3,"bug",0,201487571
14588,"2009-08-10",2009,3,1,NA,0,3,"fish",0,201487571
14589,"2004-07-16",2004,3,0.92592593,2,0.074074074,2.925925938,"fish",0,201487997
14589,"2014-10-09",2014,4,0.694214876,3,0.305785124,3.694214876,"bug",0,201487997
14589,"1999-10-19",1999,2,1,2,0,2,"bug",1,201487997
14589,"2009-10-02",2009,3,0.865853659,2,0.134146341,2.865853659,"bug",0,201487997
14589,"2009-08-05",2009,3,0.81521739,2,0.184782609,2.815217387,"fish",0,201487997
14589,"2005-07-14",2005,3,1,NA,0,3,"fish",0,201487997
14590,"2007-09-21",2007,2,0.5,3,0.5,2.5,"bug",0,201487996
14590,"1999-10-19",1999,2,1,2,0,2,"bug",1,201487996
14590,"2004-07-16",2004,4,0.5,2,0.25,3.25,"fish",0,201487996
14590,"2005-07-14",2005,3,0.83333333,2,0.166666667,2.833333323,"fish",0,201487996
14590,"2009-08-10",2009,2,0.5,3,0.5,2.5,"fish",0,201487996
14590,"2009-10-02",2009,3,1,3,0,3,"bug",0,201487996
14591,"2004-07-28",2004,3,0.5,4,0.5,3.5,"fish",0,201489327
14591,"2007-09-21",2007,3,1,3,0,3,"bug",0,201489327
14591,"2009-11-04",2009,3,1,3,0,3,"bug",0,201489327
14591,"1999-10-26",1999,3,1,3,0,3,"bug",0,201489327
14591,"2012-09-26",2012,3,0.609958506,4,0.390041494,3.390041494,"bug",0,201489327
14591,"2008-08-18",2008,4,0.62705531,3,0.372944694,3.627055321,"fish",0,201489327
14591,"2014-10-08",2014,3,0.651515152,2,0.348484848,2.651515152,"bug",0,201489327
14591,"2008-09-22",2008,3,1,3,0,3,"bug",0,201489327
14592,"2010-06-07",2010,4,1,NA,0,4,"fish",0,201489447
14592,"1999-10-14",1999,2,0.5,3,0.5,2.5,"bug",0,201489447
14592,"2009-07-22",2009,4,1,NA,0,4,"fish",0,201489447
14592,"2014-10-08",2014,2,1,2,0,2,"bug",1,201489447
14592,"2009-11-04",2009,2,1,2,0,2,"bug",1,201489447
14593,"2009-06-03",2009,2,0.879227053,4,0.12077295,2.241545906,"fish",1,201487907
14593,"1999-10-22",1999,3,0.5,4,0.5,3.5,"bug",0,201487907
14593,"2010-06-17",2010,3,0.77100271,5,0.22899729,3.45799458,"fish",0,201487907
14593,"2009-11-03",2009,3,1,3,0,3,"bug",0,201487907
14593,"2014-09-30",2014,3,1,3,0,3,"bug",0,201487907
14594,"2009-11-03",2009,3,0.685185185,2,0.314814815,2.685185185,"bug",0,201489751
14594,"2010-09-20",2010,2,0.5,3,0.5,2.5,"bug",0,201489751
14594,"2014-10-07",2014,4,1,4,0,4,"bug",0,201489751
14594,"2009-08-11",2009,4,1,NA,0,4,"fish",0,201489751
14594,"1999-10-28",1999,3,1,3,0,3,"bug",0,201489751
14594,"2005-07-15",2005,3,0.715355805,4,0.28464419,3.284644176,"fish",0,201489751
14595,"2009-11-03",2009,2,0.971698113,3,0.0283,2.028301887,"bug",1,201489444
14595,"2009-08-11",2009,3,0.98453608,2,0.015463918,2.984536075,"fish",0,201489444
14595,"1994-08-17",1994,4,1,NA,0,4,"fish",0,201489444
14595,"2014-10-07",2014,2,0.884615385,3,0.115384615,2.115384615,"bug",1,201489444
14595,"1999-10-25",1999,3,1,3,0,3,"bug",0,201489444
14596,"1999-10-06",1999,5,1,5,0,5,"bug",0,201491479
14597,"2010-07-16",2010,4,1,NA,0,4,"fish",0,201491832
14597,"2004-08-19",2004,4,1,NA,0,4,"fish",0,201491832
14597,"1993-07-12",1993,3,0.685185185,4,0.31481481,3.314814796,"fish",0,201491832
14597,"1999-10-06",1999,2,0.5,3,0.5,2.5,"bug",0,201491832
14598,"2007-09-18",2007,4,0.5,5,0.5,4.5,"bug",0,201491478
14598,"2009-09-19",2009,5,0.89393939,4,0.106060606,4.893939374,"fish",0,201491478
14598,"1999-10-28",1999,5,1,5,0,5,"bug",0,201491478
14598,"2012-09-24",2012,5,1,5,0,5,"bug",0,201491478
14598,"2014-09-30",2014,5,1,5,0,5,"bug",0,201491478
14598,"2009-09-19",2009,4,1,4,0,4,"bug",0,201491478
14598,"2010-06-08",2010,4,1,NA,0,4,"fish",0,201491478
14599,"2014-10-09",2014,2,0.635135135,3,0.364864865,2.364864865,"bug",1,201487804
14599,"2002-10-22",2002,3,1,3,0,3,"bug",0,201487804
14599,"2009-08-05",2009,3,0.75,4,0.25,3.25,"fish",0,201487804
14599,"1999-10-22",1999,2,0.905405405,3,0.0946,2.094594595,"bug",1,201487804
14599,"2004-07-06",2004,4,1,NA,0,4,"fish",0,201487804
14599,"2009-11-03",2009,3,1,3,0,3,"bug",0,201487804
14599,"2008-05-27",2008,3,0.90361446,2,0.096385542,2.903614464,"fish",0,201487804
14599,"2005-07-20",2005,3,0.986409156,4,0.01359084,3.013590828,"fish",0,201487804
14600,"1994-08-09",1994,3,0.74200913,2,0.257990868,2.742009125,"fish",0,201489565
14600,"2009-11-03",2009,3,1,3,0,3,"bug",0,201489565
14600,"1999-10-22",1999,3,1,3,0,3,"bug",0,201489565
14600,"2009-08-05",2009,3,0.5,4,0.5,3.5,"fish",0,201489565
14600,"2005-07-25",2005,3,0.75,4,0.25,3.25,"fish",0,201489565
14601,"2008-07-03",2008,1,1,NA,0,1,"fish",1,201491977
14601,"2010-07-16",2010,2,0.571428571,3,0.42857143,2.428571433,"fish",1,201491977
14601,"2009-11-09",2009,3,1,3,0,3,"bug",0,201491977
14601,"2012-10-23",2012,3,1,3,0,3,"bug",0,201491977
14601,"1999-10-06",1999,3,1,3,0,3,"bug",0,201491977
14601,"2009-07-17",2009,4,1,NA,0,4,"fish",0,201491977
14601,"2014-10-14",2014,3,0.636363636,4,0.363636364,3.363636364,"bug",0,201491977
14602,"2004-07-01",2004,2,1,NA,0,2,"fish",1,201490979
14602,"2009-07-28",2009,3,0.52083333,2,0.479166667,2.520833323,"fish",0,201490979
14602,"2014-09-18",2014,3,1,3,0,3,"bug",0,201490979
14602,"1999-10-07",1999,2,0.954545455,3,0.0455,2.045454545,"bug",1,201490979
14602,"2012-10-23",2012,2,0.5,3,0.5,2.5,"bug",0,201490979
14602,"2009-10-14",2009,2,0.642857143,3,0.357142857,2.357142857,"bug",1,201490979
14605,"2018-10-16",2018,5,1,5,0,5,"bug",0,201493812
14605,"2005-11-01",2005,3,1,3,0,3,"bug",0,201493812
14605,"2007-09-26",2007,3,0.5,4,0.5,3.5,"bug",0,201493812
14605,"2011-10-17",2011,3,0.5,4,0.5,3.5,"bug",0,201493812
14605,"1990-07-09",1990,2,0.91638796,3,0.08361204,2.08361204,"fish",1,201493812
14605,"2008-10-08",2008,3,1,3,0,3,"bug",0,201493812
14605,"2019-09-11",2019,3,1,NA,0,3,"fish",0,201493812
14605,"2013-10-07",2013,5,0.755760369,4,0.244239631,4.755760369,"bug",0,201493812
14605,"2012-06-29",2012,2,0.897540984,3,0.10245902,2.102459027,"fish",1,201493812
14605,"1999-10-12",1999,3,1,3,0,3,"bug",0,201493812
14605,"2017-10-17",2017,4,1,4,0,4,"bug",0,201493812
14605,"2009-10-15",2009,3,0.5,4,0.5,3.5,"bug",0,201493812
14605,"2010-09-24",2010,3,1,3,0,3,"bug",0,201493812
14605,"2011-06-29",2011,2,1,NA,0,2,"fish",1,201493812
14605,"2006-10-04",2006,3,1,3,0,3,"bug",0,201493812
14605,"2016-10-13",2016,3,0.5,4,0.5,3.5,"bug",0,201493812
14605,"2004-09-27",2004,3,0.5,4,0.5,3.5,"bug",0,201493812
14606,"2014-10-07",2014,2,0.5,3,0.5,2.5,"bug",0,201487213
14606,"1994-06-15",1994,4,1,NA,0,4,"fish",0,201487213
14606,"2009-07-01",2009,3,1,NA,0,3,"fish",0,201487213
14606,"2009-10-21",2009,3,0.777777778,2,0.222222222,2.777777778,"bug",0,201487213
14606,"1999-10-13",1999,3,1,3,0,3,"bug",0,201487213
14609,"2007-09-18",2007,4,1,4,0,4,"bug",0,201486936
14609,"1999-10-27",1999,4,0.5,5,0.5,4.5,"bug",0,201486936
14609,"2012-09-25",2012,5,1,5,0,5,"bug",0,201486936
14609,"2014-09-17",2014,5,1,5,0,5,"bug",0,201486936
14612,"1992-07-07",1992,4,0.72012579,3,0.279874214,3.720125802,"fish",0,201488777
14627,"2019-07-15",2019,3,0.75,4,0.25,3.25,"fish",0,201491541
14627,"1992-07-09",1992,2,1,NA,0,2,"fish",1,201491541
14628,"2006-10-19",2006,5,1,5,0,5,"bug",0,201494372
14628,"2006-09-08",2006,3,0.767175573,4,0.23282443,3.232824438,"fish",0,201494372
14628,"2004-10-07",2004,5,1,5,0,5,"bug",0,201494372
14628,"2000-10-12",2000,5,1,5,0,5,"bug",0,201494372
14652,"1995-08-15",1995,3,0.5,4,0.5,3.5,"fish",0,201495513
14656,"2008-10-22",2008,5,1,5,0,5,"bug",0,201487329
14656,"2009-06-01",2009,2,1,NA,0,2,"fish",1,201487329
14656,"2009-09-24",2009,5,1,5,0,5,"bug",0,201487329
14667,"1990-07-02",1990,5,0.666666667,4,0.173469388,4.986394584,"fish",0,201496958
14667,"2010-07-30",2010,4,1,NA,0,4,"fish",0,201496958
14667,"2001-06-19",2001,5,0.82,4,0.18,4.82,"fish",0,201496958
14667,"2010-09-27",2010,4,0.5,5,0.5,4.5,"bug",0,201496958
14668,"2001-06-19",2001,4,1,NA,0,4,"fish",0,201496907
14669,"2017-10-12",2017,5,0.60805861,4,0.391941392,4.608058618,"bug",0,201485876
14679,"1994-07-19",1994,4,1,NA,0,4,"fish",0,201490933
14686,"2011-11-07",2011,5,1,5,0,5,"bug",0,201489132
14686,"2004-10-27",2004,3,1,3,0,3,"bug",0,201489132
14686,"2016-10-06",2016,5,1,5,0,5,"bug",0,201489132
14686,"2016-07-21",2016,4,0.75,3,0.25,3.75,"fish",0,201489132
14686,"2006-10-17",2006,4,1,4,0,4,"bug",0,201489132
14686,"2003-07-08",2003,3,0.74441687,2,0.255583127,2.744416863,"fish",0,201489132
14687,"2011-11-07",2011,5,0.717948718,4,0.282051282,4.717948718,"bug",0,201489143
14687,"2016-10-06",2016,5,0.51694915,4,0.483050847,4.51694914,"bug",0,201489143
14687,"2016-07-21",2016,4,1,NA,0,4,"fish",0,201489143
14687,"2008-09-25",2008,4,1,4,0,4,"bug",0,201489143
14687,"2006-08-02",2006,5,0.666666667,6,0.33333333,5.333333313,"fish",0,201489143
14687,"2013-10-08",2013,5,0.880597015,4,0.119402985,4.880597015,"bug",0,201489143
14688,"1992-07-22",1992,3,0.5,4,0.5,3.5,"fish",0,201489065
14693,"1993-08-12",1993,5,1,NA,0,5,"fish",0,201492627
14706,"2004-09-22",2004,3,0.5,4,0.5,3.5,"bug",0,201494055
14706,"2013-10-01",2013,4,0.71875,5,0.28125,4.28125,"bug",0,201494055
14706,"2002-10-24",2002,3,1,3,0,3,"bug",0,201494055
14706,"2012-10-01",2012,4,0.779141104,3,0.220858896,3.779141104,"bug",0,201494055
14706,"2017-10-10",2017,4,1,4,0,4,"bug",0,201494055
14706,"2000-10-19",2000,3,1,3,0,3,"bug",0,201494055
14706,"2009-09-29",2009,3,1,3,0,3,"bug",0,201494055
14706,"2008-10-09",2008,3,1,3,0,3,"bug",0,201494055
14706,"2001-10-30",2001,3,1,3,0,3,"bug",0,201494055
14706,"2005-10-31",2005,3,1,3,0,3,"bug",0,201494055
14706,"2018-06-06",2018,3,0.657142857,5,0.34285714,3.685714271,"fish",0,201494055
14706,"2014-09-17",2014,4,1,4,0,4,"bug",0,201494055
14706,"2007-10-22",2007,3,1,3,0,3,"bug",0,201494055
14706,"2018-10-02",2018,4,0.91542289,3,0.084577114,3.915422903,"bug",0,201494055
14706,"2010-10-05",2010,3,1,3,0,3,"bug",0,201494055
14706,"2003-10-09",2003,3,1,3,0,3,"bug",0,201494055
14706,"2006-09-18",2006,3,1,3,0,3,"bug",0,201494055
14708,"2000-10-03",2000,4,1,4,0,4,"bug",0,201487365
14710,"2011-08-16",2011,3,1,NA,0,3,"fish",0,201493549
14710,"2012-08-13",2012,2,0.79338843,3,0.20661157,2.20661157,"fish",1,201493549
14710,"2011-11-09",2011,3,1,3,0,3,"bug",0,201493549
14710,"2006-09-28",2006,3,1,3,0,3,"bug",0,201493549
14710,"2000-10-04",2000,3,1,3,0,3,"bug",0,201493549
14710,"2012-10-02",2012,3,1,3,0,3,"bug",0,201493549
14710,"2006-08-18",2006,3,0.56091371,2,0.439086294,2.560913719,"fish",0,201493549
14711,"2006-07-20",2006,3,0.74418605,2,0.255813953,2.744186057,"fish",0,201495550
14711,"2020-10-26",2020,4,1,4,0,4,"bug",0,201495550
14711,"2016-10-31",2016,5,1,5,0,5,"bug",0,201495550
14711,"2000-10-04",2000,4,0.631313131,5,0.368686869,4.368686869,"bug",0,201495550
14711,"2016-07-13",2016,4,1,NA,0,4,"fish",0,201495550
14711,"2001-06-20",2001,2,0.555555556,3,0.44444444,2.444444431,"fish",1,201495550
14711,"2011-07-29",2011,3,1,NA,0,3,"fish",0,201495550
14712,"2001-06-20",2001,3,0.583333333,4,0.41666667,3.41666668,"fish",0,201495550
14712,"2016-07-13",2016,3,0.903050109,4,0.09694989,3.096949887,"fish",0,201495550
14712,"2016-10-31",2016,4,1,4,0,4,"bug",0,201495550
14712,"2000-10-04",2000,4,0.5,5,0.5,4.5,"bug",0,201495550
14713,"2017-08-01",2017,3,0.75,4,0.25,3.25,"fish",0,201489398
14713,"2012-10-10",2012,4,0.850393701,5,0.149606299,4.149606299,"bug",0,201489398
14713,"2010-09-29",2010,4,1,4,0,4,"bug",0,201489398
14713,"2010-06-09",2010,3,0.5,2,0.291139241,2.917721521,"fish",0,201489398
14713,"2008-09-17",2008,4,1,4,0,4,"bug",0,201489398
14713,"2000-10-05",2000,5,1,5,0,5,"bug",0,201489398
14713,"2000-07-12",2000,3,0.72347267,2,0.276527331,2.723472672,"fish",0,201489398
14713,"2008-06-27",2008,3,0.75,4,0.25,3.25,"fish",0,201489398
14713,"2004-10-08",2004,5,0.588607595,4,0.411392405,4.588607595,"bug",0,201489398
14713,"2012-06-11",2012,3,0.75,4,0.25,3.25,"fish",0,201489398
14714,"2000-10-11",2000,5,1,5,0,5,"bug",0,201494999
14715,"2001-07-17",2001,4,1,NA,0,4,"fish",0,201494999
14715,"2000-10-11",2000,5,1,5,0,5,"bug",0,201494999
14715,"2001-10-22",2001,5,0.75,6,0.25,5.25,"bug",0,201494999
14715,"2002-07-17",2002,5,1,NA,0,5,"fish",0,201494999
14716,"2000-07-25",2000,4,1,NA,0,4,"fish",0,201494209
14716,"2004-10-07",2004,5,1,5,0,5,"bug",0,201494209
14718,"1993-07-12",1993,2,0.97826087,1,0.02173913,1.97826087,"fish",1,201491159
14718,"2001-07-12",2001,3,0.916666667,5,0.08333333,3.16666665,"fish",0,201491159
14719,"2011-07-01",2011,5,0.722222222,6,0.27777778,5.277777791,"fish",0,201493112
14719,"2007-06-22",2007,4,1,NA,0,4,"fish",0,201493112
14719,"2010-09-15",2010,3,1,3,0,3,"bug",0,201493112
14719,"2000-10-25",2000,4,1,4,0,4,"bug",0,201493112
14719,"2013-07-02",2013,4,1,NA,0,4,"fish",0,201493112
14719,"2013-10-01",2013,4,1,4,0,4,"bug",0,201493112
14720,"2004-09-22",2004,2,0.5,3,0.5,2.5,"bug",0,201492935
14720,"2003-10-07",2003,2,1,2,0,2,"bug",1,201492935
14720,"2000-10-25",2000,3,1,3,0,3,"bug",0,201492935
14720,"2016-09-20",2016,2,0.884615385,3,0.11538462,2.115384629,"bug",1,201492935
14720,"2007-09-21",2007,2,1,2,0,2,"bug",1,201492935
14720,"2011-10-11",2011,2,1,2,0,2,"bug",1,201492935
14720,"2019-07-05",2019,2,0.75,1,0.25,1.75,"fish",1,201492935
14720,"2008-09-15",2008,2,1,2,0,2,"bug",1,201492935
14720,"2012-09-19",2012,3,1,3,0,3,"bug",0,201492935
14720,"2018-10-02",2018,3,1,3,0,3,"bug",0,201492935
14720,"2014-09-16",2014,3,1,3,0,3,"bug",0,201492935
14720,"2010-09-15",2010,3,0.606382979,2,0.393617021,2.606382979,"bug",0,201492935
14720,"2002-10-24",2002,2,1,2,0,2,"bug",1,201492935
14720,"2006-09-18",2006,2,0.5,3,0.5,2.5,"bug",0,201492935
14720,"2009-07-17",2009,2,0.576271186,4,0.42372881,2.847457613,"fish",0,201492935
14720,"2009-09-29",2009,3,1,3,0,3,"bug",0,201492935
14720,"2007-06-22",2007,2,1,NA,0,2,"fish",1,201492935
14720,"2005-10-31",2005,2,1,2,0,2,"bug",1,201492935
14720,"2013-10-01",2013,2,1,2,0,2,"bug",1,201492935
14720,"2001-07-12",2001,2,1,NA,0,2,"fish",1,201492935
14720,"2017-10-10",2017,4,0.52173913,3,0.47826087,3.521739129,"bug",0,201492935
14720,"2015-10-05",2015,2,1,2,0,2,"bug",1,201492935
14720,"2013-07-02",2013,2,1,NA,0,2,"fish",1,201492935
14720,"2001-10-30",2001,3,1,3,0,3,"bug",0,201492935
14720,"2011-07-01",2011,1,0.5,2,0.5,1.5,"fish",1,201492935
14720,"2019-10-07",2019,3,1,3,0,3,"bug",0,201492935
14720,"2010-06-30",2010,2,1,NA,0,2,"fish",1,201492935
14721,"2003-10-07",2003,3,1,3,0,3,"bug",0,201493578
14721,"2000-10-25",2000,3,1,3,0,3,"bug",0,201493578
